Time;Lizards;Predators;Vegetation;Competitors
1,81;304;0;164;0
1,82;308;0;182;0
1,83;312;0;175;0
1,84;311;0;169;0
1,85;318;0;165;0
1,86;320;0;182;0
1,87;326;0;176;0
1,88;332;0;165;0
1,89;332;0;161;0
1,90;333;0;169;0
1,91;336;0;160;0
1,92;344;0;151;0
1,93;350;0;142;0
1,94;357;0;138;0
1,95;355;0;153;0
1,96;354;0;143;0
1,97;356;0;138;0
1,98;354;0;133;0
1,99;356;0;153;0
2,00;364;0;139;0
2,01;371;0;131;0
2,02;369;0;122;0
2,03;369;0;141;0
2,04;376;0;133;0
2,05;376;0;129;0
2,06;376;0;123;0
2,07;375;0;138;0
2,08;383;0;128;0
2,09;387;0;119;0
2,10;388;0;115;0
2,11;386;0;108;0
2,12;391;0;117;0
2,13;389;0;115;0
2,14;387;0;110;0
2,15;390;0;107;0
2,16;387;0;120;0
2,17;391;0;116;0
2,18;395;0;111;0
2,19;396;0;111;0
2,20;394;0;124;0
2,21;398;0;115;0
2,22;394;0;109;0
2,23;392;0;108;0
2,24;390;0;118;0
2,25;387;0;113;0
2,26;390;0;108;0
2,27;388;0;105;0
2,28;391;0;103;0
2,29;385;0;113;0
2,30;387;0;105;0
2,31;385;0;97;0
2,32;382;0;93;0
2,33;384;0;104;0
2,34;383;0;100;0
2,35;387;0;96;0
2,36;384;0;91;0
2,37;385;0;105;0
2,38;381;0;101;0
2,39;381;0;96;0
2,40;378;0;88;0
2,41;377;0;104;0
2,42;377;0;88;0
2,43;384;0;86;0
2,44;384;0;85;0
2,45;387;0;80;0
2,46;380;0;93;0
2,47;376;0;88;0
2,48;383;0;86;0
2,49;386;0;83;0
2,50;390;0;87;0
2,51;393;0;80;0
2,52;393;0;76;0
2,53;399;0;73;0
2,54;402;0;96;0
2,55;401;0;82;0
2,56;397;0;72;0
2,57;397;0;69;0
2,58;397;0;85;0
2,59;396;0;76;0
2,60;390;0;68;0
2,61;386;0;66;0
2,62;380;0;62;0
2,63;381;0;73;0
2,64;379;0;64;0
2,65;375;0;55;0
2,66;376;0;48;0
2,67;384;0;55;0
2,68;386;0;46;0
2,69;390;0;43;0
2,70;386;0;41;0
2,71;381;0;50;0
2,72;383;0;39;0
2,73;381;0;35;0
2,74;384;0;31;0
2,75;379;0;44;0
2,76;377;0;34;0
2,77;382;0;24;0
2,78;383;0;20;0
2,79;385;0;19;0
2,80;381;0;29;0
2,81;388;0;24;0
2,82;385;0;20;0
2,83;387;0;17;0
2,84;393;0;29;0
2,85;396;0;20;0
2,86;407;0;17;0
2,87;410;0;14;0
2,88;407;0;26;0
2,89;408;0;19;0
2,90;408;0;15;0
2,91;406;0;14;0
2,92;419;0;28;0
2,93;417;0;22;0
2,94;418;0;17;0
2,95;417;0;15;0
2,96;415;0;13;0
2,97;417;0;24;0
2,98;417;0;15;0
2,99;419;0;14;0
3,00;414;0;14;0
3,01;415;0;24;0
3,02;415;0;20;0
3,03;415;0;17;0
3,04;412;0;15;0
3,05;413;0;30;0
3,06;410;0;19;0
3,07;410;0;14;0
3,08;410;0;13;0
3,09;407;0;33;0
3,10;406;0;22;0
3,11;406;0;16;0
3,12;399;0;14;0
3,13;394;0;13;0
3,14;388;0;26;0
3,15;386;0;19;0
3,16;387;0;14;0
3,17;382;0;13;0
3,18;381;0;28;0
3,19;378;0;14;0
3,20;375;0;13;0
3,21;375;0;13;0
3,22;372;0;32;0
3,23;376;0;22;0
3,24;375;0;16;0
3,25;380;0;14;0
3,26;373;0;26;0
3,27;372;0;19;0
3,28;373;0;15;0
3,29;372;0;14;0
3,30;376;0;32;0
3,31;369;0;23;0
3,32;365;0;16;0
3,33;366;0;13;0
3,34;365;0;13;0
3,35;368;0;25;0
3,36;365;0;16;0
3,37;366;0;14;0
3,38;362;0;13;0
3,39;356;0;23;0
3,40;356;0;15;0
3,41;352;0;13;0
3,42;353;0;13;0
3,43;346;0;29;0
3,44;344;0;21;0
3,45;342;0;15;0
3,46;338;0;13;0
3,47;335;0;29;0
3,48;332;0;21;0
3,49;333;0;16;0
3,50;325;0;15;0
3,51;319;0;13;0
3,52;325;0;32;0
3,53;324;0;23;0
3,54;322;0;16;0
3,55;325;0;13;0
3,56;318;0;27;0
3,57;313;0;19;0
3,58;308;0;13;0
3,59;304;0;13;0
3,60;296;0;32;0
3,61;294;0;26;0
3,62;291;0;18;0
3,63;286;0;15;0
3,64;287;0;31;0
3,65;287;0;20;0
3,66;286;0;16;0
3,67;283;0;15;0
3,68;282;0;14;0
3,69;280;0;23;0
3,70;283;0;17;0
3,71;287;0;13;0
3,72;286;0;13;0
3,73;290;0;35;0
3,74;290;0;25;0
3,75;293;0;19;0
3,76;292;0;16;0
3,77;286;0;31;0
3,78;285;0;26;0
3,79;283;0;20;0
3,80;280;0;17;0
3,81;282;0;38;0
3,82;285;0;27;0
3,83;287;0;17;0
3,84;288;0;16;0
3,85;287;0;15;0
3,86;289;0;29;0
3,87;285;0;20;0
3,88;286;0;18;0
3,89;285;0;18;0
3,90;282;0;30;0
3,91;286;0;20;0
3,92;289;0;18;0
3,93;288;0;17;0
3,94;292;0;34;0
3,95;296;0;26;0
3,96;299;0;24;0
3,97;301;0;20;0
3,98;299;0;33;0
3,99;303;0;27;0
4,00;305;0;24;0
4,01;309;0;21;0
4,02;312;0;39;0
4,03;314;0;34;0
4,04;322;0;29;0
4,05;321;0;26;0
4,06;325;0;21;0
4,07;332;0;29;0
4,08;342;0;24;0
4,09;344;0;22;0
4,10;352;0;20;0
4,11;360;0;35;0
4,12;355;0;25;0
4,13;356;0;24;0
4,14;351;0;21;0
4,15;350;0;41;0
4,16;354;0;31;0
4,17;358;0;25;0
4,18;360;0;22;0
4,19;363;0;36;0
4,20;369;0;27;0
4,21;364;0;24;0
4,22;366;0;21;0
4,23;369;0;17;0
4,24;369;0;34;0
4,25;374;0;26;0
4,26;380;0;24;0
4,27;380;0;20;0
4,28;375;0;32;0
4,29;388;0;24;0
4,30;400;0;16;0
4,31;405;0;15;0
4,32;414;0;28;0
4,33;417;0;25;0
4,34;418;0;20;0
4,35;415;0;19;0
4,36;413;0;37;0
4,37;423;0;32;0
4,38;428;0;20;0
4,39;427;0;19;0
4,40;430;0;34;0
4,41;432;0;31;0
4,42;431;0;24;0
4,43;435;0;18;0
4,44;433;0;15;0
4,45;436;0;24;0
4,46;437;0;19;0
4,47;434;0;15;0
4,48;439;0;13;0
4,49;436;0;23;0
4,50;436;0;17;0
4,51;439;0;14;0
4,52;435;0;14;0
4,53;431;0;33;0
4,54;427;0;23;0
4,55;426;0;16;0
4,56;422;0;15;0
4,57;416;0;13;0
4,58;412;0;21;0
4,59;406;0;15;0
4,60;403;0;13;0
4,61;397;0;13;0
4,62;394;0;25;0
4,63;396;0;19;0
4,64;392;0;14;0
4,65;395;0;13;0
4,66;388;0;25;0
4,67;383;0;20;0
4,68;384;0;15;0
4,69;385;0;14;0
4,70;380;0;26;0
4,71;381;0;22;0
4,72;378;0;15;0
4,73;375;0;14;0
4,74;379;0;14;0
4,75;369;0;21;0
4,76;366;0;16;0
4,77;367;0;13;0
4,78;361;0;13;0
4,79;359;0;25;0
4,80;356;0;21;0
4,81;353;0;14;0
4,82;356;0;13;0
4,83;350;0;29;0
4,84;347;0;21;0
4,85;344;0;17;0
4,86;345;0;15;0
4,87;342;0;29;0
4,88;339;0;20;0
4,89;337;0;15;0
4,90;339;0;13;0
4,91;334;0;27;0
4,92;331;0;18;0
4,93;325;0;14;0
4,94;319;0;14;0
4,95;316;0;13;0
4,96;311;0;27;0
4,97;307;0;17;0
4,98;305;0;14;0
4,99;302;0;14;0
5,00;299;0;32;0
5,01;295;0;24;0
5,02;291;0;18;0
5,03;285;0;13;0
5,04;279;0;29;0
5,05;277;0;23;0
5,06;274;0;18;0
5,07;270;0;15;0
5,08;268;0;33;0
5,09;265;0;27;0
5,10;262;0;22;0
5,11;261;0;18;0
5,12;257;0;32;0
5,13;254;0;27;0
5,14;251;0;23;0
5,15;248;0;19;0
5,16;244;0;19;0
5,17;243;0;31;0
5,18;242;0;25;0
5,19;241;0;22;0
5,20;237;0;18;0
5,21;237;0;30;0
5,22;237;0;26;0
5,23;234;0;23;0
5,24;233;0;21;0
5,25;232;0;35;0
5,26;230;0;32;0
5,27;229;0;26;0
5,28;228;0;20;0
5,29;230;0;33;0
5,30;230;0;30;0
5,31;229;0;23;0
5,32;228;0;20;0
5,33;228;0;19;0
5,34;232;0;33;0
5,35;232;0;29;0
5,36;236;0;27;0
5,37;240;0;24;0
5,38;243;0;42;0
5,39;247;0;35;0
5,40;250;0;34;0
5,41;250;0;31;0
5,42;250;0;43;0
5,43;249;0;40;0
5,44;247;0;36;0
5,45;246;0;33;0
5,46;245;0;54;0
5,47;249;0;50;0
5,48;251;0;43;0
5,49;251;0;38;0
5,50;255;0;52;0
5,51;259;0;50;0
5,52;262;0;47;0
5,53;265;0;44;0
5,54;272;0;39;0
5,55;276;0;63;0
5,56;276;0;56;0
5,57;280;0;53;0
5,58;287;0;48;0
5,59;290;0;62;0
5,60;289;0;57;0
5,61;295;0;54;0
5,62;303;0;52;0
5,63;301;0;55;0
5,64;305;0;54;0
5,65;308;0;50;0
5,66;318;0;46;0
5,67;321;0;64;0
5,68;324;0;58;0
5,69;328;0;54;0
5,70;330;0;51;0
5,71;334;0;59;0
5,72;333;0;54;0
5,73;337;0;47;0
5,74;348;0;45;0
5,75;348;0;41;0
5,76;355;0;60;0
5,77;358;0;56;0
5,78;357;0;52;0
5,79;364;0;50;0
5,80;359;0;63;0
5,81;359;0;58;0
5,82;362;0;55;0
5,83;373;0;50;0
5,84;375;0;67;0
5,85;375;0;61;0
5,86;378;0;59;0
5,87;389;0;55;0
5,88;395;0;68;0
5,89;407;0;62;0
5,90;415;0;53;0
5,91;420;0;48;0
5,92;425;0;48;0
5,93;436;0;62;0
5,94;433;0;53;0
5,95;447;0;45;0
5,96;453;0;40;0
5,97;460;0;49;0
5,98;462;0;43;0
5,99;470;0;39;0
6,00;469;0;37;0
6,01;472;0;58;0
6,02;473;0;45;0
6,03;471;0;38;0
6,04;470;0;34;0
6,05;485;0;50;0
6,06;490;0;43;0
6,07;484;0;32;0
6,08;488;0;29;0
6,09;490;0;27;0
6,10;496;0;43;0
6,11;503;0;34;0
6,12;503;0;28;0
6,13;501;0;27;0
6,14;505;0;40;0
6,15;509;0;32;0
6,16;513;0;25;0
6,17;515;0;21;0
6,18;514;0;38;0
6,19;522;0;28;0
6,20;517;0;18;0
6,21;523;0;15;0
6,22;519;0;15;0
6,23;515;0;24;0
6,24;513;0;17;0
6,25;513;0;14;0
6,26;515;0;13;0
6,27;518;0;28;0
6,28;517;0;20;0
6,29;511;0;16;0
6,30;512;0;13;0
6,31;511;0;31;0
6,32;512;0;21;0
6,33;510;0;14;0
6,34;504;0;13;0
6,35;503;0;13;0
6,36;502;0;21;0
6,37;504;0;15;0
6,38;503;0;13;0
6,39;499;0;13;0
6,40;492;0;23;0
6,41;492;0;19;0
6,42;489;0;16;0
6,43;481;0;15;0
6,44;473;0;22;0
6,45;464;0;16;0
6,46;459;0;14;0
6,47;452;0;14;0
6,48;445;0;37;0
6,49;439;0;24;0
6,50;432;0;16;0
6,51;429;0;14;0
6,52;424;0;41;0
6,53;422;0;27;0
6,54;418;0;18;0
6,55;415;0;15;0
6,56;405;0;15;0
6,57;402;0;24;0
6,58;397;0;18;0
6,59;394;0;15;0
6,60;391;0;14;0
6,61;386;0;20;0
6,62;380;0;18;0
6,63;378;0;13;0
6,64;369;0;13;0
6,65;362;0;31;0
6,66;358;0;22;0
6,67;353;0;14;0
6,68;349;0;13;0
6,69;344;0;30;0
6,70;341;0;22;0
6,71;338;0;15;0
6,72;332;0;13;0
6,73;329;0;13;0
6,74;325;0;22;0
6,75;324;0;15;0
6,76;320;0;14;0
6,77;311;0;14;0
6,78;305;0;32;0
6,79;303;0;25;0
6,80;297;0;17;0
6,81;292;0;14;0
6,82;291;0;28;0
6,83;287;0;21;0
6,84;285;0;14;0
6,85;280;0;13;0
6,86;276;0;35;0
6,87;275;0;28;0
6,88;274;0;22;0
6,89;272;0;17;0
6,90;272;0;14;0
6,91;269;0;26;0
6,92;265;0;21;0
6,93;263;0;17;0
6,94;259;0;15;0
6,95;255;0;31;0
6,96;255;0;26;0
6,97;254;0;20;0
6,98;254;0;15;0
6,99;254;0;30;0
7,00;253;0;21;0
7,01;253;0;18;0
7,02;251;0;18;0
7,03;249;0;43;0
7,04;249;0;40;0
7,05;248;0;32;0
7,06;248;0;25;0
7,07;251;0;18;0
7,08;258;0;34;0
7,09;258;0;27;0
7,10;266;0;25;0
7,11;266;0;23;0
7,12;265;0;39;0
7,13;273;0;34;0
7,14;270;0;30;0
7,15;274;0;26;0
7,16;273;0;44;0
7,17;273;0;38;0
7,18;277;0;33;0
7,19;281;0;30;0
7,20;284;0;45;0
7,21;292;0;38;0
7,22;291;0;36;0
7,23;299;0;30;0
7,24;303;0;49;0
7,25;311;0;46;0
7,26;311;0;41;0
7,27;311;0;36;0
7,28;314;0;32;0
7,29;314;0;38;0
7,30;318;0;35;0
7,31;322;0;33;0
7,32;323;0;31;0
7,33;330;0;49;0
7,34;337;0;45;0
7,35;340;0;40;0
7,36;348;0;39;0
7,37;352;0;52;0
7,38;356;0;47;0
7,39;359;0;45;0
7,40;363;0;39;0
7,41;366;0;60;0
7,42;367;0;52;0
7,43;379;0;49;0
7,44;384;0;45;0
7,45;392;0;63;0
7,46;394;0;50;0
7,47;398;0;44;0
7,48;398;0;42;0
7,49;408;0;40;0
7,50;406;0;49;0
7,51;414;0;44;0
7,52;418;0;42;0
7,53;422;0;40;0
7,54;428;0;52;0
7,55;428;0;45;0
7,56;430;0;43;0
7,57;436;0;37;0
7,58;439;0;50;0
7,59;440;0;43;0
7,60;447;0;37;0
7,61;444;0;29;0
7,62;439;0;48;0
7,63;443;0;38;0
7,64;444;0;33;0
7,65;446;0;27;0
7,66;445;0;25;0
7,67;444;0;29;0
7,68;445;0;22;0
7,69;445;0;20;0
7,70;439;0;18;0
7,71;439;0;31;0
7,72;441;0;22;0
7,73;438;0;20;0
7,74;441;0;20;0
7,75;440;0;34;0
7,76;433;0;30;0
7,77;432;0;24;0
7,78;430;0;22;0
7,79;431;0;37;0
7,80;425;0;30;0
7,81;422;0;22;0
7,82;425;0;19;0
7,83;423;0;18;0
7,84;421;0;27;0
7,85;421;0;20;0
7,86;421;0;19;0
7,87;421;0;16;0
7,88;422;0;28;0
7,89;418;0;21;0
7,90;412;0;18;0
7,91;409;0;17;0
7,92;406;0;32;0
7,93;403;0;28;0
7,94;399;0;22;0
7,95;394;0;18;0
7,96;392;0;37;0
7,97;392;0;27;0
7,98;389;0;21;0
7,99;384;0;18;0
8,00;380;0;16;0
8,01;376;0;30;0
8,02;372;0;23;0
8,03;370;0;20;0
8,04;366;0;18;0
8,05;361;0;35;0
8,06;360;0;25;0
8,07;359;0;20;0
8,08;354;0;17;0
8,09;351;0;31;0
8,10;346;0;22;0
8,11;345;0;19;0
8,12;343;0;17;0
8,13;340;0;38;0
8,14;338;0;28;0
8,15;338;0;20;0
8,16;336;0;18;0
8,17;331;0;38;0
8,18;326;0;28;0
8,19;325;0;23;0
8,20;324;0;19;0
8,21;323;0;17;0
8,22;321;0;36;0
8,23;320;0;32;0
8,24;320;0;23;0
8,25;322;0;20;0
8,26;321;0;35;0
8,27;322;0;27;0
8,28;320;0;21;0
8,29;324;0;20;0
8,30;324;0;42;0
8,31;323;0;33;0
8,32;327;0;24;0
8,33;326;0;16;0
8,34;329;0;32;0
8,35;328;0;24;0
8,36;331;0;17;0
8,37;334;0;16;0
8,38;333;0;32;0
8,39;330;0;26;0
8,40;330;0;23;0
8,41;328;0;22;0
8,42;328;0;18;0
8,43;332;0;31;0
8,44;336;0;25;0
8,45;335;0;20;0
8,46;338;0;19;0
8,47;344;0;39;0
8,48;344;0;24;0
8,49;347;0;20;0
8,50;345;0;19;0
8,51;343;0;37;0
8,52;344;0;32;0
8,53;342;0;27;0
8,54;346;0;24;0
8,55;345;0;38;0
8,56;346;0;32;0
8,57;354;0;27;0
8,58;354;0;24;0
8,59;358;0;22;0
8,60;355;0;32;0
8,61;354;0;27;0
8,62;354;0;24;0
8,63;353;0;22;0
8,64;357;0;34;0
8,65;356;0;29;0
8,66;359;0;24;0
8,67;359;0;22;0
8,68;366;0;36;0
8,69;377;0;32;0
8,70;376;0;26;0
8,71;379;0;20;0
8,72;378;0;29;0
8,73;388;0;23;0
8,74;390;0;18;0
8,75;395;0;16;0
8,76;403;0;14;0
8,77;403;0;24;0
8,78;407;0;18;0
8,79;410;0;17;0
8,80;414;0;16;0
8,81;420;0;28;0
8,82;423;0;24;0
8,83;435;0;20;0
8,84;442;0;18;0
8,85;447;0;36;0
8,86;458;0;27;0
8,87;457;0;19;0
8,88;457;0;17;0
8,89;463;0;35;0
8,90;461;0;24;0
8,91;467;0;22;0
8,92;464;0;20;0
8,93;462;0;20;0
8,94;464;0;32;0
8,95;468;0;25;0
8,96;468;0;17;0
8,97;471;0;16;0
8,98;479;0;22;0
8,99;478;0;18;0
9,00;481;0;13;0
9,01;485;0;13;0
9,02;478;0;32;0
9,03;477;0;20;0
9,04;477;0;15;0
9,05;476;0;15;0
9,06;470;0;39;0
9,07;468;0;29;0
9,08;466;0;21;0
9,09;459;0;17;0
9,10;451;0;16;0
9,11;445;0;23;0
9,12;441;0;18;0
9,13;440;0;15;0
9,14;440;0;15;0
9,15;436;0;27;0
9,16;439;0;21;0
9,17;440;0;14;0
9,18;446;0;13;0
9,19;451;0;33;0
9,20;441;0;21;0
9,21;440;0;17;0
9,22;431;0;16;0
9,23;431;0;33;0
9,24;431;0;20;0
9,25;432;0;16;0
9,26;435;0;15;0
9,27;433;0;14;0
9,28;433;0;24;0
9,29;430;0;17;0
9,30;427;0;15;0
9,31;426;0;14;0
9,32;428;0;26;0
9,33;426;0;20;0
9,34;423;0;16;0
9,35;418;0;15;0
9,36;411;0;26;0
9,37;405;0;15;0
9,38;401;0;14;0
9,39;403;0;14;0
9,40;396;0;33;0
9,41;396;0;21;0
9,42;392;0;15;0
9,43;390;0;14;0
9,44;386;0;13;0
9,45;382;0;24;0
9,46;380;0;19;0
9,47;374;0;14;0
9,48;372;0;13;0
9,49;372;0;33;0
9,50;376;0;21;0
9,51;372;0;16;0
9,52;371;0;14;0
9,53;370;0;28;0
9,54;371;0;19;0
9,55;366;0;15;0
9,56;361;0;15;0
9,57;360;0;15;0
9,58;358;0;20;0
9,59;353;0;17;0
9,60;348;0;15;0
9,61;345;0;13;0
9,62;346;0;27;0
9,63;338;0;16;0
9,64;333;0;15;0
9,65;328;0;14;0
9,66;323;0;31;0
9,67;321;0;25;0
9,68;317;0;19;0
9,69;316;0;16;0
9,70;316;0;29;0
9,71;317;0;19;0
9,72;315;0;18;0
9,73;316;0;15;0
9,74;315;0;41;0
9,75;312;0;29;0
9,76;307;0;21;0
9,77;309;0;17;0
9,78;304;0;15;0
9,79;306;0;29;0
9,80;307;0;17;0
9,81;304;0;16;0
9,82;304;0;16;0
9,83;306;0;32;0
9,84;306;0;25;0
9,85;305;0;18;0
9,86;304;0;16;0
9,87;308;0;31;0
9,88;308;0;22;0
9,89;311;0;19;0
9,90;309;0;16;0
9,91;309;0;30;0
9,92;311;0;25;0
9,93;311;0;20;0
9,94;314;0;19;0
9,95;312;0;36;0
9,96;316;0;29;0
9,97;320;0;25;0
9,98;324;0;21;0
9,99;323;0;18;0
10,00;323;0;26;0
10,01;322;0;22;0
10,02;323;0;19;0
10,03;321;0;17;0
10,04;319;0;32;0
10,05;321;0;27;0
10,06;320;0;24;0
10,07;326;0;19;0
10,08;327;0;37;0
10,09;329;0;27;0
10,10;334;0;23;0
10,11;335;0;19;0
10,12;334;0;40;0
10,13;336;0;37;0
10,14;336;0;28;0
10,15;334;0;21;0
10,16;333;0;42;0
10,17;330;0;38;0
10,18;329;0;33;0
10,19;326;0;30;0
10,20;324;0;29;0
