Time;Lizards;Predators;Vegetation;Competitors
1,81;229;0;248;0
1,82;232;0;266;0
1,83;232;0;259;0
1,84;231;0;253;0
1,85;230;0;250;0
1,86;230;0;260;0
1,87;234;0;254;0
1,88;234;0;252;0
1,89;233;0;249;0
1,90;232;0;267;0
1,91;240;0;256;0
1,92;239;0;248;0
1,93;247;0;245;0
1,94;251;0;262;0
1,95;251;0;256;0
1,96;259;0;249;0
1,97;267;0;240;0
1,98;267;0;230;0
1,99;268;15;238;0
2,00;265;15;234;0
2,01;260;15;227;0
2,02;260;15;222;0
2,03;260;17;236;0
2,04;259;17;229;0
2,05;259;17;226;0
2,06;257;17;221;0
2,07;254;18;243;0
2,08;249;18;238;0
2,09;248;18;235;0
2,10;246;18;229;0
2,11;244;21;241;0
2,12;241;21;238;0
2,13;241;21;234;0
2,14;243;21;230;0
2,15;248;21;239;0
2,16;248;21;234;0
2,17;245;21;227;0
2,18;242;21;221;0
2,19;239;21;218;0
2,20;233;21;235;0
2,21;230;21;233;0
2,22;232;21;231;0
2,23;235;21;229;0
2,24;234;22;243;0
2,25;234;22;237;0
2,26;235;22;232;0
2,27;238;22;232;0
2,28;234;24;247;0
2,29;231;24;245;0
2,30;234;24;238;0
2,31;233;24;234;0
2,32;232;25;245;0
2,33;229;25;238;0
2,34;228;25;232;0
2,35;228;25;228;0
2,36;225;27;246;0
2,37;227;27;244;0
2,38;222;27;242;0
2,39;224;27;239;0
2,40;223;27;238;0
2,41;226;31;254;0
2,42;224;31;252;0
2,43;219;31;251;0
2,44;214;31;248;0
2,45;212;33;263;0
2,46;209;33;258;0
2,47;203;33;256;0
2,48;202;33;252;0
2,49;199;33;265;0
2,50;196;33;260;0
2,51;191;33;255;0
2,52;193;33;252;0
2,53;191;34;269;0
2,54;187;34;268;0
2,55;184;34;267;0
2,56;181;34;264;0
2,57;179;34;263;0
2,58;181;36;283;0
2,59;185;36;277;0
2,60;179;36;274;0
2,61;177;36;270;0
2,62;173;36;297;0
2,63;171;36;294;0
2,64;167;36;294;0
2,65;166;36;287;0
2,66;163;36;302;0
2,67;165;36;299;0
2,68;164;35;297;0
2,69;161;35;295;0
2,70;160;37;308;0
2,71;158;37;304;0
2,72;159;37;301;0
2,73;155;37;297;0
2,74;150;37;316;0
2,75;152;37;314;0
2,76;151;37;313;0
2,77;157;37;312;0
2,78;154;37;308;0
2,79;151;37;325;0
2,80;154;36;325;0
2,81;153;36;324;0
2,82;151;36;323;0
2,83;159;38;339;0
2,84;160;38;339;0
2,85;163;37;338;0
2,86;158;36;338;0
2,87;154;36;359;0
2,88;157;36;358;0
2,89;154;36;354;0
2,90;153;36;350;0
2,91;151;36;370;0
2,92;149;35;369;0
2,93;155;35;364;0
2,94;158;35;362;0
2,95;156;36;379;0
2,96;154;36;377;0
2,97;153;36;376;0
2,98;150;36;370;0
2,99;149;36;369;0
3,00;147;40;392;0
3,01;145;40;390;0
3,02;143;40;386;0
3,03;142;39;383;0
3,04;139;39;401;0
3,05;137;39;398;0
3,06;142;39;395;0
3,07;148;38;391;0
3,08;158;37;412;0
3,09;164;37;410;0
3,10;168;37;409;0
3,11;175;37;407;0
3,12;172;39;425;0
3,13;170;39;421;0
3,14;177;39;420;0
3,15;184;39;418;0
3,16;184;39;431;0
3,17;181;39;430;0
3,18;181;39;426;0
3,19;180;38;424;0
3,20;178;38;421;0
3,21;175;39;432;0
3,22;174;37;428;0
3,23;177;37;424;0
3,24;173;37;422;0
3,25;169;37;434;0
3,26;167;36;427;0
3,27;164;36;427;0
3,28;162;36;426;0
3,29;158;36;445;0
3,30;155;36;441;0
3,31;152;36;439;0
3,32;150;35;435;0
3,33;149;36;450;0
3,34;148;36;448;0
3,35;144;36;447;0
3,36;142;36;447;0
3,37;143;36;447;0
3,38;142;37;469;0
3,39;138;37;468;0
3,40;137;35;468;0
3,41;139;35;468;0
3,42;140;39;480;0
3,43;138;39;480;0
3,44;137;39;478;0
3,45;138;39;476;0
3,46;135;39;490;0
3,47;134;39;490;0
3,48;131;39;486;0
3,49;128;39;479;0
3,50;123;39;497;0
3,51;121;39;492;0
3,52;124;39;491;0
3,53;124;38;489;0
3,54;121;40;504;0
3,55;121;40;500;0
3,56;117;40;497;0
3,57;115;40;497;0
3,58;115;40;497;0
3,59;114;42;512;0
3,60;114;41;510;0
3,61;114;40;509;0
3,62;113;40;509;0
3,63;113;41;528;0
3,64;111;41;528;0
3,65;111;41;528;0
3,66;110;41;527;0
3,67;110;44;543;0
3,68;108;43;542;0
3,69;107;43;541;0
3,70;114;43;540;0
3,71;118;45;560;0
3,72;117;45;556;0
3,73;116;45;555;0
3,74;115;44;551;0
3,75;114;45;567;0
3,76;122;45;567;0
3,77;126;44;564;0
3,78;129;44;562;0
3,79;129;43;562;0
3,80;125;45;582;0
3,81;133;44;582;0
3,82;132;44;581;0
3,83;132;44;580;0
3,84;130;44;604;0
3,85;127;44;604;0
3,86;126;43;603;0
3,87;129;40;602;0
3,88;128;43;622;0
3,89;128;42;621;0
3,90;127;42;619;0
3,91;127;41;619;0
3,92;126;43;631;0
3,93;130;42;630;0
3,94;129;42;630;0
3,95;126;42;628;0
3,96;126;44;643;0
3,97;126;44;642;0
3,98;125;44;642;0
3,99;124;42;641;0
4,00;124;40;638;0
4,01;127;42;661;0
4,02;131;40;659;0
4,03;131;40;657;0
4,04;129;40;656;0
4,05;128;41;673;0
4,06;127;41;672;0
4,07;129;41;669;0
4,08;126;41;668;0
4,09;128;39;685;0
4,10;135;38;680;0
4,11;135;37;678;0
4,12;138;35;678;0
4,13;142;38;694;0
4,14;142;38;693;0
4,15;145;36;691;0
4,16;144;36;689;0
4,17;144;34;688;0
4,18;141;35;713;0
4,19;138;35;713;0
4,20;138;35;712;0
4,21;136;34;711;0
4,22;136;36;728;0
4,23;135;35;726;0
4,24;135;34;723;0
4,25;134;34;721;0
4,26;133;34;741;0
4,27;130;34;741;0
4,28;129;33;739;0
4,29;129;32;737;0
4,30;129;34;755;0
4,31;128;33;754;0
4,32;132;33;751;0
4,33;131;33;744;0
4,34;131;35;759;0
4,35;131;35;758;0
4,36;129;34;753;0
4,37;126;34;749;0
4,38;129;34;745;0
4,39;130;36;764;0
4,40;130;35;761;0
4,41;129;35;760;0
4,42;127;35;760;0
4,43;127;37;778;0
4,44;127;34;776;0
4,45;127;34;774;0
4,46;126;34;773;0
4,47;126;33;796;0
4,48;124;32;794;0
4,49;124;32;793;0
4,50;124;31;790;0
4,51;124;33;806;0
4,52;124;33;804;0
4,53;123;33;804;0
4,54;126;33;804;0
4,55;129;33;802;0
4,56;127;32;816;0
4,57;127;30;813;0
4,58;127;30;808;0
4,59;131;29;806;0
4,60;130;30;822;0
4,61;128;30;821;0
4,62;126;30;820;0
4,63;129;30;818;0
4,64;129;31;830;0
4,65;127;31;830;0
4,66;125;30;830;0
4,67;123;30;830;0
4,68;122;31;850;0
4,69;121;31;849;0
4,70;118;30;846;0
4,71;121;29;845;0
4,72;125;32;859;0
4,73;124;32;855;0
4,74;122;32;853;0
4,75;121;31;853;0
4,76;118;31;853;0
4,77;116;32;862;0
4,78;119;32;859;0
4,79;119;31;858;0
4,80;117;30;853;0
4,81;118;32;869;0
4,82;119;31;864;0
4,83;122;31;862;0
4,84;128;31;855;0
4,85;129;32;875;0
4,86;128;32;871;0
4,87;127;31;868;0
4,88;125;31;864;0
4,89;127;32;882;0
4,90;124;32;876;0
4,91;126;32;874;0
4,92;126;32;873;0
4,93;125;29;898;0
4,94;124;29;897;0
4,95;124;28;896;0
4,96;128;28;893;0
4,97;127;26;890;0
4,98;127;27;906;0
4,99;125;27;905;0
5,00;123;26;904;0
5,01;123;25;903;0
5,02;121;26;924;0
5,03;119;25;920;0
5,04;123;24;911;0
5,05;120;24;910;0
5,06;120;27;928;0
5,07;126;25;928;0
5,08;127;25;926;0
5,09;125;24;924;0
5,10;123;25;944;0
5,11;121;25;944;0
5,12;121;25;943;0
5,13;120;24;940;0
5,14;128;26;958;0
5,15;126;26;952;0
5,16;129;26;948;0
5,17;126;26;945;0
5,18;125;26;940;0
5,19;125;25;957;0
5,20;123;25;954;0
5,21;122;25;952;0
5,22;120;25;950;0
5,23;120;24;969;0
5,24;118;24;969;0
5,25;116;24;965;0
5,26;116;24;964;0
5,27;116;23;985;0
5,28;118;22;982;0
5,29;122;22;980;0
5,30;121;21;975;0
5,31;119;22;991;0
5,32;116;22;985;0
5,33;117;22;979;0
5,34;116;22;975;0
5,35;114;22;971;0
5,36;113;22;990;0
5,37;117;22;989;0
5,38;116;22;987;0
5,39;120;22;984;0
5,40;119;23;992;0
5,41;119;23;991;0
5,42;118;23;989;0
5,43;118;22;988;0
5,44;118;23;1008;0
5,45;118;23;1007;0
5,46;116;23;1004;0
5,47;115;23;1002;0
5,48;115;24;1016;0
5,49;114;23;1016;0
5,50;110;23;1016;0
5,51;110;23;1013;0
5,52;110;24;1029;0
5,53;109;24;1027;0
5,54;109;23;1025;0
5,55;109;23;1024;0
5,56;107;23;1022;0
5,57;107;24;1043;0
5,58;106;24;1043;0
5,59;110;24;1042;0
5,60;109;23;1039;0
5,61;108;24;1053;0
5,62;108;22;1050;0
5,63;108;21;1049;0
5,64;108;21;1049;0
5,65;106;24;1069;0
5,66;109;24;1067;0
5,67;113;23;1066;0
5,68;112;23;1064;0
5,69;110;24;1086;0
5,70;109;24;1086;0
5,71;109;23;1082;0
5,72;108;23;1082;0
5,73;108;22;1078;0
5,74;108;21;1100;0
5,75;108;21;1099;0
5,76;108;21;1097;0
5,77;108;19;1097;0
5,78;104;23;1111;0
5,79;103;23;1108;0
5,80;103;23;1107;0
5,81;102;23;1106;0
5,82;100;25;1127;0
5,83;104;25;1126;0
5,84;116;25;1123;0
5,85;114;24;1121;0
5,86;112;25;1138;0
5,87;116;25;1135;0
5,88;114;25;1134;0
5,89;117;25;1129;0
5,90;117;26;1148;0
5,91;114;26;1147;0
5,92;116;26;1143;0
5,93;119;26;1132;0
5,94;119;25;1131;0
5,95;117;26;1149;0
5,96;120;26;1147;0
5,97;120;26;1145;0
5,98;124;26;1144;0
5,99;122;27;1165;0
6,00;122;26;1160;0
6,01;120;25;1154;0
6,02;123;25;1151;0
6,03;127;26;1172;0
6,04;128;26;1170;0
6,05;127;26;1163;0
6,06;126;26;1158;0
6,07;126;26;1174;0
6,08;124;25;1170;0
6,09;123;24;1169;0
6,10;122;24;1166;0
6,11;121;24;1163;0
6,12;120;26;1180;0
6,13;124;25;1179;0
6,14;132;25;1176;0
6,15;135;25;1173;0
6,16;139;25;1186;0
6,17;142;25;1186;0
6,18;140;23;1181;0
6,19;140;23;1175;0
6,20;150;24;1187;0
6,21;150;22;1186;0
6,22;149;22;1179;0
6,23;149;22;1179;0
6,24;152;23;1193;0
6,25;152;23;1186;0
6,26;152;23;1180;0
6,27;151;22;1178;0
6,28;150;22;1194;0
6,29;148;21;1191;0
6,30;151;21;1191;0
6,31;155;19;1190;0
6,32;155;19;1189;0
6,33;158;20;1204;0
6,34;156;19;1202;0
6,35;155;19;1195;0
6,36;154;19;1193;0
6,37;153;20;1213;0
6,38;152;19;1212;0
6,39;151;19;1208;0
6,40;151;18;1204;0
6,41;158;20;1215;0
6,42;160;20;1211;0
6,43;159;20;1209;0
6,44;158;20;1205;0
6,45;157;21;1220;0
6,46;156;21;1218;0
6,47;154;21;1212;0
6,48;158;21;1208;0
6,49;157;22;1218;0
6,50;156;22;1217;0
6,51;156;22;1217;0
6,52;154;22;1216;0
6,53;151;22;1212;0
6,54;151;23;1229;0
6,55;151;23;1227;0
6,56;150;23;1224;0
6,57;149;23;1213;0
6,58;145;24;1224;0
6,59;148;24;1220;0
6,60;155;23;1214;0
6,61;154;23;1209;0
6,62;157;24;1223;0
6,63;157;22;1216;0
6,64;157;21;1205;0
6,65;155;21;1194;0
6,66;154;22;1208;0
6,67;152;22;1203;0
6,68;150;22;1202;0
6,69;150;22;1202;0
6,70;149;22;1194;0
6,71;149;22;1208;0
6,72;149;22;1197;0
6,73;153;22;1186;0
6,74;152;22;1176;0
6,75;150;22;1191;0
6,76;150;21;1191;0
6,77;152;21;1186;0
6,78;149;21;1184;0
6,79;149;21;1206;0
6,80;148;21;1205;0
6,81;148;19;1202;0
6,82;146;18;1201;0
6,83;146;16;1222;0
6,84;146;16;1221;0
6,85;154;16;1220;0
6,86;158;15;1215;0
6,87;150;16;1229;0
6,88;150;16;1224;0
6,89;148;16;1220;0
6,90;145;16;1218;0
6,91;148;15;1217;0
6,92;148;15;1220;0
6,93;148;15;1217;0
6,94;146;15;1216;0
6,95;144;15;1211;0
6,96;148;15;1227;0
6,97;148;15;1221;0
6,98;147;15;1217;0
6,99;146;15;1213;0
7,00;152;14;1230;0
7,01;148;14;1226;0
7,02;155;14;1219;0
7,03;155;14;1215;0
7,04;154;17;1230;0
7,05;153;17;1228;0
7,06;153;17;1222;0
7,07;152;17;1220;0
7,08;152;17;1230;0
7,09;150;17;1228;0
7,10;150;17;1226;0
7,11;149;17;1223;0
7,12;152;17;1221;0
7,13;150;17;1235;0
7,14;154;17;1229;0
7,15;153;17;1226;0
7,16;161;17;1223;0
7,17;163;19;1240;0
7,18;166;19;1238;0
7,19;165;19;1232;0
7,20;167;18;1223;0
7,21;167;21;1240;0
7,22;165;21;1238;0
7,23;165;21;1237;0
7,24;173;21;1236;0
7,25;176;24;1249;0
7,26;176;24;1243;0
7,27;180;24;1240;0
7,28;180;23;1238;0
7,29;179;23;1236;0
7,30;177;23;1250;0
7,31;181;22;1247;0
7,32;185;22;1243;0
7,33;201;22;1236;0
7,34;201;23;1254;0
7,35;200;22;1250;0
7,36;206;22;1246;0
7,37;206;22;1236;0
7,38;206;23;1248;0
7,39;206;23;1246;0
7,40;207;22;1246;0
7,41;206;22;1243;0
7,42;210;23;1257;0
7,43;212;22;1255;0
7,44;211;21;1247;0
7,45;207;21;1242;0
7,46;211;21;1238;0
7,47;215;21;1253;0
7,48;214;20;1246;0
7,49;215;20;1240;0
7,50;217;20;1234;0
7,51;220;20;1246;0
7,52;219;20;1244;0
7,53;217;20;1239;0
7,54;214;19;1235;0
7,55;218;20;1244;0
7,56;217;20;1240;0
7,57;218;20;1232;0
7,58;215;20;1231;0
7,59;215;21;1244;0
7,60;215;21;1234;0
7,61;212;21;1231;0
7,62;210;21;1230;0
7,63;210;21;1240;0
7,64;218;19;1236;0
7,65;219;19;1229;0
7,66;218;19;1223;0
7,67;218;19;1222;0
7,68;217;19;1235;0
7,69;219;19;1232;0
7,70;216;19;1228;0
7,71;216;19;1225;0
7,72;216;19;1240;0
7,73;215;19;1236;0
7,74;217;19;1229;0
7,75;215;18;1227;0
7,76;214;17;1243;0
7,77;212;17;1239;0
7,78;211;17;1236;0
7,79;217;17;1233;0
7,80;215;16;1248;0
7,81;214;16;1246;0
7,82;212;16;1241;0
7,83;212;16;1234;0
7,84;212;16;1230;0
7,85;210;20;1245;0
7,86;214;20;1239;0
7,87;209;20;1236;0
7,88;209;20;1228;0
7,89;208;21;1247;0
7,90;205;21;1245;0
7,91;212;21;1243;0
7,92;209;21;1235;0
7,93;208;22;1248;0
7,94;206;22;1243;0
7,95;204;22;1242;0
7,96;201;22;1239;0
7,97;200;22;1260;0
7,98;198;22;1249;0
7,99;196;22;1240;0
8,00;194;22;1239;0
8,01;194;22;1236;0
8,02;193;24;1247;0
8,03;196;24;1242;0
8,04;199;23;1240;0
8,05;210;23;1233;0
8,06;210;22;1248;0
8,07;213;21;1244;0
8,08;212;20;1237;0
8,09;215;20;1233;0
8,10;213;21;1245;0
8,11;210;21;1241;0
8,12;208;20;1235;0
8,13;208;20;1230;0
8,14;211;20;1246;0
8,15;207;20;1242;0
8,16;205;20;1239;0
8,17;216;20;1236;0
8,18;219;20;1232;0
8,19;227;20;1251;0
8,20;225;20;1245;0
8,21;230;19;1241;0
8,22;232;19;1233;0
8,23;230;19;1252;0
8,24;233;19;1250;0
8,25;233;19;1245;0
8,26;237;19;1239;0
8,27;234;19;1248;0
8,28;231;18;1242;0
8,29;228;18;1240;0
8,30;227;18;1233;0
8,31;228;20;1249;0
8,32;230;20;1247;0
8,33;233;20;1239;0
8,34;235;20;1230;0
8,35;239;20;1220;0
8,36;237;20;1237;0
8,37;233;20;1231;0
8,38;231;20;1220;0
8,39;231;20;1216;0
8,40;229;21;1237;0
8,41;227;21;1232;0
8,42;233;21;1227;0
8,43;237;21;1223;0
8,44;236;23;1230;0
8,45;233;23;1227;0
8,46;237;23;1224;0
8,47;242;23;1221;0
8,48;244;24;1232;0
8,49;243;24;1222;0
8,50;243;24;1213;0
8,51;244;24;1207;0
8,52;248;24;1206;0
8,53;250;24;1222;0
8,54;254;24;1221;0
8,55;259;24;1219;0
8,56;267;24;1214;0
8,57;265;25;1224;0
8,58;272;25;1209;0
8,59;271;25;1197;0
8,60;270;25;1188;0
8,61;274;26;1203;0
8,62;281;26;1199;0
8,63;275;26;1194;0
8,64;273;26;1191;0
8,65;280;29;1203;0
8,66;286;29;1199;0
8,67;289;29;1194;0
8,68;286;29;1190;0
8,69;283;29;1186;0
8,70;287;29;1193;0
8,71;284;29;1186;0
8,72;278;29;1184;0
8,73;277;29;1182;0
8,74;271;28;1200;0
8,75;273;28;1195;0
8,76;271;28;1189;0
8,77;268;28;1186;0
8,78;275;29;1206;0
8,79;272;29;1195;0
8,80;272;29;1191;0
8,81;267;29;1188;0
8,82;269;28;1204;0
8,83;266;28;1195;0
8,84;264;28;1193;0
8,85;262;28;1185;0
8,86;259;28;1176;0
8,87;258;28;1192;0
8,88;256;28;1188;0
8,89;253;28;1186;0
8,90;250;28;1185;0
8,91;247;29;1199;0
8,92;245;29;1196;0
8,93;242;29;1190;0
8,94;242;29;1187;0
8,95;239;29;1206;0
8,96;238;28;1203;0
8,97;238;27;1201;0
8,98;241;27;1199;0
8,99;244;29;1223;0
9,00;243;28;1220;0
9,01;241;28;1215;0
9,02;238;28;1210;0
9,03;234;29;1228;0
9,04;233;29;1223;0
9,05;236;29;1218;0
9,06;233;29;1213;0
9,07;227;29;1211;0
9,08;226;30;1229;0
9,09;228;30;1221;0
9,10;233;29;1216;0
9,11;233;29;1211;0
9,12;231;28;1224;0
9,13;230;28;1219;0
9,14;233;28;1213;0
9,15;238;28;1210;0
9,16;239;28;1224;0
9,17;237;28;1220;0
9,18;237;28;1210;0
9,19;238;28;1205;0
9,20;232;30;1224;0
9,21;233;30;1218;0
9,22;230;30;1214;0
9,23;230;30;1210;0
9,24;228;30;1207;0
9,25;224;30;1219;0
9,26;227;30;1214;0
9,27;227;30;1212;0
9,28;225;30;1208;0
9,29;224;30;1227;0
9,30;221;30;1223;0
9,31;222;29;1216;0
9,32;220;29;1212;0
9,33;224;29;1232;0
9,34;223;28;1228;0
9,35;222;28;1223;0
9,36;218;28;1217;0
9,37;225;28;1215;0
9,38;227;29;1223;0
9,39;227;28;1215;0
9,40;230;28;1211;0
9,41;227;28;1209;0
9,42;226;29;1223;0
9,43;225;29;1218;0
9,44;225;29;1207;0
9,45;222;29;1195;0
9,46;218;30;1206;0
9,47;219;29;1203;0
9,48;221;28;1201;0
9,49;219;28;1196;0
9,50;222;28;1209;0
9,51;221;28;1200;0
9,52;220;27;1195;0
9,53;234;27;1193;0
9,54;231;26;1205;0
9,55;228;25;1198;0
9,56;228;25;1196;0
9,57;231;24;1192;0
9,58;229;24;1189;0
9,59;236;24;1203;0
9,60;244;23;1195;0
9,61;243;23;1192;0
9,62;246;23;1192;0
9,63;246;23;1201;0
9,64;245;23;1197;0
9,65;245;21;1193;0
9,66;245;21;1189;0
9,67;242;21;1203;0
9,68;239;21;1193;0
9,69;243;21;1189;0
9,70;245;21;1188;0
9,71;248;21;1197;0
9,72;251;21;1193;0
9,73;251;21;1187;0
9,74;255;21;1182;0
9,75;254;21;1176;0
9,76;252;22;1184;0
9,77;251;22;1173;0
9,78;249;22;1167;0
9,79;248;22;1161;0
9,80;246;22;1180;0
9,81;245;22;1165;0
9,82;244;22;1151;0
9,83;246;22;1141;0
9,84;249;23;1146;0
9,85;246;23;1135;0
9,86;243;23;1125;0
9,87;238;23;1115;0
9,88;240;23;1119;0
9,89;241;23;1114;0
9,90;240;23;1109;0
9,91;239;23;1106;0
9,92;241;23;1125;0
9,93;241;23;1118;0
9,94;248;22;1112;0
9,95;250;22;1110;0
9,96;247;22;1108;0
9,97;242;24;1120;0
9,98;238;24;1118;0
9,99;235;24;1114;0
10,00;234;24;1111;0
10,01;233;25;1128;0
10,02;235;25;1120;0
10,03;232;25;1110;0
10,04;232;25;1106;0
10,05;229;25;1127;0
10,06;231;25;1122;0
10,07;230;25;1121;0
10,08;229;25;1120;0
10,09;227;25;1117;0
10,10;231;25;1134;0
10,11;228;25;1130;0
10,12;227;25;1128;0
10,13;228;25;1122;0
10,14;225;26;1135;0
10,15;223;26;1130;0
10,16;226;26;1124;0
10,17;228;26;1113;0
10,18;234;29;1124;0
10,19;231;29;1120;0
10,20;234;29;1116;0
