Time;Lizards;Predators;Vegetation;Competitors
4,78;30;0;63;15
4,79;30;0;63;15
4,80;30;0;63;15
4,81;29;0;62;14
4,82;29;0;66;14
4,83;29;0;65;14
4,84;29;0;65;14
4,85;28;0;65;14
4,86;28;0;62;15
4,87;26;0;55;15
4,88;26;0;50;15
4,89;26;0;50;15
4,90;26;0;51;16
4,91;26;0;50;16
4,92;26;0;50;16
4,93;26;0;50;16
4,94;26;0;52;16
4,95;26;0;52;16
4,96;25;0;50;16
4,97;25;0;50;16
4,98;25;0;44;16
4,99;25;0;42;16
5,00;25;0;38;16
5,01;25;0;37;16
5,02;25;0;35;16
5,03;25;0;39;17
5,04;25;0;39;15
5,05;25;0;38;15
5,06;25;0;37;15
5,07;25;0;40;14
5,08;25;0;40;14
5,09;25;0;39;14
5,10;24;0;39;14
5,11;24;0;42;14
5,12;24;0;41;14
5,13;24;0;40;14
5,14;24;0;40;14
5,15;24;0;38;14
5,16;24;0;43;15
5,17;24;0;41;15
5,18;24;0;39;15
5,19;24;0;39;15
5,20;24;0;42;16
5,21;24;0;42;16
5,22;24;0;41;16
5,23;23;0;41;15
5,24;23;0;44;15
5,25;23;0;44;15
5,26;22;0;43;15
5,27;22;0;43;15
5,28;22;0;47;15
5,29;22;0;47;15
5,30;22;0;47;15
5,31;22;0;46;15
5,32;22;0;50;16
5,33;22;0;50;16
5,34;22;0;50;16
5,35;22;0;50;16
5,36;22;0;50;16
5,37;22;0;53;16
5,38;22;0;53;16
5,39;22;0;53;16
5,40;22;0;53;14
5,41;22;0;59;16
5,42;22;0;59;16
5,43;22;0;58;16
5,44;22;0;58;16
5,45;22;0;64;17
5,46;22;0;64;17
5,47;22;0;64;17
5,48;22;0;64;16
5,49;22;0;69;18
5,50;22;0;69;18
5,51;22;0;69;18
5,52;22;0;69;18
5,53;22;0;69;18
5,54;22;0;75;19
5,55;22;0;75;18
5,56;22;0;75;18
5,57;22;0;75;18
5,58;22;0;79;18
5,59;22;0;79;18
5,60;22;0;79;18
5,61;22;0;78;18
5,62;22;0;79;18
5,63;22;0;79;18
5,64;22;0;79;18
5,65;22;0;79;18
5,66;22;0;80;18
5,67;22;0;80;17
5,68;22;0;80;16
5,69;22;0;80;16
5,70;22;0;85;15
5,71;22;0;79;15
5,72;22;0;77;15
5,73;22;0;77;15
5,74;22;0;77;15
5,75;22;0;80;15
5,76;22;0;80;15
5,77;22;0;80;15
5,78;22;0;80;14
5,79;22;0;80;14
5,80;22;0;80;14
5,81;22;0;79;14
5,82;22;0;79;14
5,83;22;0;80;14
5,84;22;0;78;14
5,85;22;0;77;14
5,86;22;0;77;14
5,87;22;0;80;15
5,88;22;0;80;15
5,89;22;0;80;15
5,90;22;0;80;15
5,91;22;0;80;15
5,92;22;0;80;14
5,93;22;0;79;14
5,94;22;0;79;14
5,95;22;0;79;14
5,96;22;0;80;15
5,97;22;0;79;15
5,98;22;0;79;15
5,99;22;0;77;15
6,00;22;0;80;16
6,01;22;0;80;16
6,02;22;0;80;16
6,03;22;0;80;16
6,04;22;0;80;15
6,05;22;0;80;14
6,06;22;0;80;14
6,07;22;0;80;14
6,08;22;0;89;9
6,09;22;0;87;9
6,10;22;0;87;9
6,11;22;0;86;9
6,12;22;0;86;9
6,13;22;0;96;8
6,14;22;0;96;8
6,15;22;0;96;7
6,16;22;0;96;7
6,17;22;0;105;8
6,18;22;0;104;8
6,19;22;0;103;8
6,20;22;0;103;8
6,21;22;0;114;7
6,22;22;0;114;7
6,23;22;0;114;6
6,24;22;0;114;5
6,25;22;0;127;4
6,26;22;0;127;4
6,27;22;0;127;4
6,28;22;0;126;4
6,29;22;0;125;4
6,30;22;0;145;4
6,31;22;0;145;3
6,32;22;0;145;3
6,33;22;0;145;3
6,34;22;0;169;4
6,35;22;0;169;4
6,36;22;0;169;4
6,37;22;0;168;4
6,38;22;0;197;3
6,39;22;0;196;3
6,40;22;0;194;3
6,41;22;0;194;3
6,42;22;0;214;3
6,43;22;0;214;2
6,44;22;0;214;2
6,45;22;0;214;2
6,46;22;0;222;2
6,47;22;0;222;2
6,48;22;0;222;2
6,49;22;0;221;2
6,50;22;0;220;2
6,51;22;0;227;2
6,52;22;0;225;2
6,53;22;0;224;2
6,54;22;0;224;2
6,55;22;0;235;2
6,56;22;0;235;2
6,57;22;0;235;2
6,58;22;0;234;2
6,59;22;0;237;2
6,60;22;0;237;2
6,61;22;0;237;2
6,62;22;0;237;2
6,63;22;0;241;2
6,64;22;0;241;2
6,65;22;0;239;1
6,66;22;0;239;1
6,67;22;0;238;1
6,68;22;0;244;1
6,69;22;0;244;1
6,70;22;0;243;1
6,71;22;0;243;1
6,72;22;0;242;1
6,73;22;0;236;1
6,74;22;0;230;1
6,75;22;0;230;1
6,76;22;0;231;2
6,77;22;0;231;2
6,78;22;0;230;2
6,79;22;0;230;2
6,80;22;0;231;2
6,81;22;0;231;2
6,82;22;0;231;2
6,83;22;0;231;2
6,84;22;0;233;2
6,85;22;0;231;2
6,86;22;0;231;2
6,87;22;0;231;2
6,88;22;0;231;2
6,89;22;0;232;2
6,90;22;0;232;2
6,91;22;0;232;2
6,92;22;0;232;2
6,93;22;0;233;2
6,94;22;0;233;2
6,95;22;0;232;2
6,96;22;0;231;2
6,97;22;0;234;2
6,98;22;0;234;1
6,99;22;0;234;1
7,00;22;0;234;1
7,01;22;0;236;2
7,02;22;0;236;2
7,03;22;0;236;2
7,04;22;0;236;2
7,05;22;0;236;2
7,06;22;0;238;2
7,07;22;0;235;2
7,08;22;0;234;2
7,09;22;0;234;2
7,10;22;0;241;2
7,11;22;0;241;2
7,12;22;0;241;2
7,13;22;0;241;2
7,14;22;0;244;2
7,15;22;0;242;2
7,16;22;0;242;2
7,17;22;0;242;2
7,18;22;0;244;2
7,19;22;0;243;2
7,20;22;0;240;2
7,21;22;0;240;2
7,22;22;0;246;2
7,23;22;0;245;2
7,24;22;0;245;2
7,25;22;0;245;2
7,26;22;0;245;2
7,27;22;0;245;2
7,28;22;0;245;2
7,29;22;0;245;2
7,30;22;0;239;2
7,31;22;0;234;2
7,32;22;0;228;2
7,33;22;0;228;2
7,34;22;0;228;2
7,35;22;0;230;2
7,36;22;0;230;2
7,37;22;0;229;2
7,38;22;0;228;2
7,39;22;0;230;2
7,40;22;0;230;2
7,41;22;0;230;2
7,42;22;0;230;2
7,43;22;0;230;2
7,44;22;0;230;2
7,45;22;0;230;2
7,46;22;0;230;2
7,47;22;0;230;2
7,48;22;0;229;2
7,49;22;0;229;2
7,50;22;0;229;2
7,51;22;0;229;2
7,52;22;0;230;2
7,53;22;0;230;2
7,54;22;0;230;2
7,55;22;0;230;2
7,56;22;0;230;2
7,57;22;0;230;2
7,58;22;0;230;2
7,59;22;0;230;2
7,60;22;0;231;2
7,61;22;0;230;2
7,62;22;0;230;2
7,63;22;0;230;2
7,64;22;0;230;2
7,65;22;0;228;3
7,66;22;0;228;3
7,67;22;0;228;3
7,68;22;0;228;3
7,69;22;0;230;4
7,70;22;0;230;4
7,71;22;0;229;4
7,72;22;0;229;4
7,73;20;0;230;4
7,74;20;0;230;4
7,75;20;0;227;4
7,76;20;0;227;4
7,77;19;0;230;4
7,78;19;0;230;4
7,79;19;0;229;4
7,80;19;0;229;4
7,81;19;0;229;4
7,82;19;0;230;4
7,83;19;0;230;4
7,84;19;0;229;4
7,85;19;0;229;4
7,86;19;0;229;4
7,87;19;0;228;4
7,88;19;0;226;4
7,89;19;0;225;4
7,90;18;0;230;4
7,91;18;0;230;4
7,92;18;0;230;4
7,93;18;0;230;4
7,94;18;0;230;4
7,95;18;0;230;3
7,96;18;0;230;3
7,97;18;0;230;3
7,98;17;0;231;3
7,99;17;0;230;3
8,00;17;0;230;3
8,01;17;0;229;3
8,02;17;0;229;3
8,03;17;0;230;2
8,04;17;0;228;2
8,05;17;0;228;2
8,06;17;0;228;2
8,07;17;0;230;2
8,08;17;0;229;2
8,09;17;0;229;2
8,10;17;0;229;2
8,11;17;0;230;2
8,12;17;0;230;2
8,13;17;0;230;2
8,14;17;0;230;2
8,15;16;0;230;2
8,16;16;0;230;2
8,17;16;0;230;2
8,18;16;0;230;2
8,19;16;0;230;2
8,20;16;0;230;2
8,21;16;0;230;2
8,22;16;0;230;2
8,23;16;0;230;2
8,24;14;0;230;2
8,25;14;0;230;2
8,26;14;0;230;2
8,27;14;0;230;2
8,28;14;0;230;2
8,29;14;0;230;2
8,30;14;0;230;2
8,31;14;0;230;2
8,32;14;0;230;2
8,33;14;0;229;2
8,34;14;0;229;2
8,35;14;0;229;2
8,36;14;0;229;2
8,37;14;0;230;2
8,38;14;0;230;2
8,39;14;0;230;2
8,40;14;0;222;2
8,41;14;0;218;2
8,42;14;0;214;2
8,43;14;0;214;2
8,44;14;0;214;2
8,45;14;0;216;2
8,46;14;0;215;2
8,47;14;0;214;2
8,48;14;0;214;2
8,49;14;0;216;2
8,50;14;0;216;2
8,51;14;0;215;2
8,52;14;0;214;2
8,53;12;0;218;3
8,54;12;0;217;3
8,55;12;0;216;3
8,56;12;0;215;3
8,57;12;0;215;3
8,58;12;0;216;4
8,59;12;0;216;4
8,60;12;0;216;4
8,61;12;0;216;4
8,62;11;0;217;4
8,63;11;0;217;4
8,64;11;0;217;4
8,65;11;0;217;4
8,66;11;0;218;4
8,67;11;0;218;4
8,68;11;0;218;4
8,69;11;0;217;4
8,70;10;0;219;3
8,71;10;0;219;3
8,72;10;0;219;3
8,73;10;0;219;3
8,74;10;0;218;3
8,75;10;0;221;3
8,76;10;0;221;3
8,77;10;0;221;3
8,78;10;0;221;3
8,79;10;0;223;3
8,80;10;0;223;3
8,81;10;0;223;3
8,82;10;0;223;3
8,83;10;0;226;3
8,84;10;0;226;3
8,85;10;0;226;2
8,86;10;0;226;2
8,87;10;0;229;2
8,88;10;0;229;2
8,89;10;0;229;2
8,90;10;0;229;2
8,91;10;0;229;2
8,92;9;0;230;2
8,93;9;0;230;2
8,94;9;0;230;2
8,95;9;0;230;2
8,96;9;0;230;2
8,97;9;0;230;2
8,98;9;0;230;2
8,99;9;0;230;2
9,00;9;0;230;2
9,01;9;0;230;2
9,02;9;0;229;2
9,03;9;0;228;2
9,04;9;0;230;2
9,05;9;0;230;2
9,06;9;0;230;2
9,07;9;0;230;2
9,08;7;0;230;2
9,09;7;0;230;2
9,10;7;0;230;2
9,11;7;0;230;2
9,12;7;0;230;2
9,13;7;0;230;2
9,14;7;0;230;2
9,15;7;0;229;2
9,16;7;0;229;2
9,17;7;0;230;2
9,18;7;0;230;2
9,19;7;0;230;2
9,20;7;0;230;2
9,21;7;0;230;2
9,22;7;0;230;2
9,23;7;0;230;2
9,24;7;0;229;2
9,25;5;0;228;2
9,26;5;0;222;2
9,27;5;0;216;2
9,28;5;0;215;2
9,29;5;0;215;2
9,30;3;0;216;2
9,31;3;0;216;2
9,32;3;0;216;2
9,33;3;0;216;2
9,34;3;0;217;2
9,35;3;0;217;2
9,36;3;0;217;2
9,37;3;0;217;2
9,38;3;0;218;2
9,39;3;0;218;2
9,40;3;0;218;2
9,41;3;0;218;2
9,42;2;0;219;2
9,43;2;0;219;2
9,44;2;0;219;2
9,45;2;0;219;2
9,46;2;0;221;2
9,47;2;0;221;2
9,48;2;0;221;2
9,49;2;0;221;2
9,50;2;0;221;2
9,51;2;0;223;3
9,52;2;0;223;3
9,53;2;0;223;3
9,54;2;0;223;3
9,55;2;0;226;3
9,56;2;0;226;3
9,57;2;0;226;3
9,58;2;0;226;3
9,59;2;0;229;3
9,60;2;0;229;3
9,61;2;0;229;3
9,62;2;0;229;3
9,63;2;0;230;4
9,64;2;0;230;4
9,65;2;0;230;4
9,66;2;0;230;4
9,67;2;0;230;4
9,68;2;0;230;4
9,69;2;0;230;4
9,70;2;0;230;4
9,71;2;0;230;4
9,72;2;0;230;4
9,73;2;0;227;4
9,74;2;0;221;4
9,75;2;0;215;3
9,76;2;0;215;2
9,77;2;0;215;2
9,78;2;0;215;2
9,79;2;0;215;2
9,80;2;0;216;2
9,81;2;0;216;2
9,82;2;0;216;2
9,83;2;0;216;2
9,84;2;0;217;2
9,85;2;0;217;2
9,86;2;0;215;2
9,87;2;0;215;2
9,88;2;0;215;2
9,89;2;0;216;2
9,90;2;0;216;2
9,91;2;0;215;2
9,92;2;0;215;2
9,93;2;0;216;3
9,94;2;0;216;3
9,95;2;0;216;3
9,96;2;0;216;3
9,97;2;0;217;3
9,98;2;0;217;3
9,99;2;0;217;3
10,00;2;0;217;3
10,01;2;0;218;3
10,02;2;0;218;3
10,03;2;0;218;3
10,04;2;0;218;3
10,05;2;0;220;2
10,06;2;0;220;2
10,07;2;0;220;2
10,08;2;0;220;2
10,09;2;0;220;2
10,10;2;0;223;2
10,11;2;0;223;2
10,12;2;0;223;2
10,13;2;0;223;2
10,14;2;0;226;2
10,15;2;0;226;2
10,16;2;0;226;2
10,17;2;0;226;2
10,18;2;0;230;2
10,19;2;0;230;2
10,20;2;0;230;2
